municipio_codigo;municipio_nombre;sexo;provincia_nacimiento;numero_defunciones
048; Corpa;Hombre;Lleida;0
048; Corpa;Hombre;Lugo;0
048; Corpa;Hombre;Madrid;3
048; Corpa;Hombre;Málaga;0
048; Corpa;Hombre;Melilla;0
048; Corpa;Hombre;Murcia;0
048; Corpa;Hombre;Navarra;0
048; Corpa;Hombre;No consta;0
048; Corpa;Hombre;Ourense;0
048; Corpa;Hombre;Palencia;0
048; Corpa;Hombre;Palmas (Las);0
048; Corpa;Hombre;Pontevedra;0
048; Corpa;Hombre;Rioja (La);0
048; Corpa;Hombre;Salamanca;0
048; Corpa;Hombre;Santa cruz de Tenerife;0
048; Corpa;Hombre;Segovia;0
048; Corpa;Hombre;Sevilla;0
048; Corpa;Hombre;Soria;0
048; Corpa;Hombre;Tarragona;0
048; Corpa;Hombre;Teruel;0
048; Corpa;Hombre;Toledo;0
048; Corpa;Hombre;Valencia/València;0
048; Corpa;Hombre;Valladolid;0
048; Corpa;Hombre;Zamora;0
048; Corpa;Hombre;Zaragoza;0
048; Corpa;Mujer;Albacete;0
048; Corpa;Mujer;Alicante/Alacant;0
048; Corpa;Mujer;Almería;0
048; Corpa;Mujer;Araba/Álava;0
048; Corpa;Mujer;Asturias;0
048; Corpa;Mujer;Ávila;0
048; Corpa;Mujer;Badajoz;0
048; Corpa;Mujer;Baleares (Illes);0
048; Corpa;Mujer;Barcelona;0
048; Corpa;Mujer;Bizkaia;0
048; Corpa;Mujer;Burgos;0
048; Corpa;Mujer;Cáceres;0
048; Corpa;Mujer;Cádiz;0
048; Corpa;Mujer;Cantabria;0
048; Corpa;Mujer;Castellón/Castelló;0
048; Corpa;Mujer;Ceuta;0
048; Corpa;Mujer;Ciudad Real;0
048; Corpa;Mujer;Córdoba;0
048; Corpa;Mujer;Coruña (A);0
048; Corpa;Mujer;Cuenca;0
048; Corpa;Mujer;Gipuzkoa;0
048; Corpa;Mujer;Girona;0
048; Corpa;Mujer;Granada;0
048; Corpa;Mujer;Guadalagara;0
048; Corpa;Mujer;Huelva;0
048; Corpa;Mujer;Huesca;0
048; Corpa;Mujer;Jaen;0
048; Corpa;Mujer;León;0
048; Corpa;Mujer;Lleida;0
048; Corpa;Mujer;Lugo;0
048; Corpa;Mujer;Madrid;3
048; Corpa;Mujer;Málaga;0
048; Corpa;Mujer;Melilla;0
048; Corpa;Mujer;Murcia;0
048; Corpa;Mujer;Navarra;0
048; Corpa;Mujer;No consta;0
048; Corpa;Mujer;Ourense;0
048; Corpa;Mujer;Palencia;0
048; Corpa;Mujer;Palmas (Las);0
048; Corpa;Mujer;Pontevedra;0
048; Corpa;Mujer;Rioja (La);0
048; Corpa;Mujer;Salamanca;0
048; Corpa;Mujer;Santa cruz de Tenerife;0
048; Corpa;Mujer;Segovia;0
048; Corpa;Mujer;Sevilla;0
048; Corpa;Mujer;Soria;0
048; Corpa;Mujer;Tarragona;0
048; Corpa;Mujer;Teruel;0
048; Corpa;Mujer;Toledo;0
048; Corpa;Mujer;Valencia/València;0
048; Corpa;Mujer;Valladolid;0
048; Corpa;Mujer;Zamora;0
048; Corpa;Mujer;Zaragoza;0
049; Coslada;Hombre;Albacete;1
049; Coslada;Hombre;Alicante/Alacant;1
049; Coslada;Hombre;Almería;0
049; Coslada;Hombre;Araba/Álava;0
049; Coslada;Hombre;Asturias;2
049; Coslada;Hombre;Ávila;7
049; Coslada;Hombre;Badajoz;22
049; Coslada;Hombre;Baleares (Illes);0
049; Coslada;Hombre;Barcelona;0
049; Coslada;Hombre;Bizkaia;0
049; Coslada;Hombre;Burgos;2
049; Coslada;Hombre;Cáceres;12
049; Coslada;Hombre;Cádiz;2
049; Coslada;Hombre;Cantabria;0
049; Coslada;Hombre;Castellón/Castelló;0
049; Coslada;Hombre;Ceuta;0
049; Coslada;Hombre;Ciudad Real;9
049; Coslada;Hombre;Córdoba;9
049; Coslada;Hombre;Coruña (A);2
049; Coslada;Hombre;Cuenca;13
049; Coslada;Hombre;Gipuzkoa;0
049; Coslada;Hombre;Girona;0
049; Coslada;Hombre;Granada;1
049; Coslada;Hombre;Guadalagara;10
049; Coslada;Hombre;Huelva;3
049; Coslada;Hombre;Huesca;1
049; Coslada;Hombre;Jaen;11
049; Coslada;Hombre;León;3
049; Coslada;Hombre;Lleida;0
049; Coslada;Hombre;Lugo;3
049; Coslada;Hombre;Madrid;96
049; Coslada;Hombre;Málaga;2
049; Coslada;Hombre;Melilla;0
049; Coslada;Hombre;Murcia;1
049; Coslada;Hombre;Navarra;1
049; Coslada;Hombre;No consta;6
049; Coslada;Hombre;Ourense;0
049; Coslada;Hombre;Palencia;1
049; Coslada;Hombre;Palmas (Las);0
049; Coslada;Hombre;Pontevedra;1
049; Coslada;Hombre;Rioja (La);1
049; Coslada;Hombre;Salamanca;2
049; Coslada;Hombre;Santa cruz de Tenerife;0
049; Coslada;Hombre;Segovia;9
049; Coslada;Hombre;Sevilla;1
049; Coslada;Hombre;Soria;2
049; Coslada;Hombre;Tarragona;0
049; Coslada;Hombre;Teruel;0
049; Coslada;Hombre;Toledo;16
049; Coslada;Hombre;Valencia/València;0
049; Coslada;Hombre;Valladolid;1
049; Coslada;Hombre;Zamora;3
049; Coslada;Hombre;Zaragoza;1
049; Coslada;Mujer;Albacete;0
049; Coslada;Mujer;Alicante/Alacant;1
049; Coslada;Mujer;Almería;2
049; Coslada;Mujer;Araba/Álava;0
049; Coslada;Mujer;Asturias;1
049; Coslada;Mujer;Ávila;6
049; Coslada;Mujer;Badajoz;8
049; Coslada;Mujer;Baleares (Illes);0
049; Coslada;Mujer;Barcelona;0
049; Coslada;Mujer;Bizkaia;1
049; Coslada;Mujer;Burgos;1
049; Coslada;Mujer;Cáceres;14
049; Coslada;Mujer;Cádiz;1
049; Coslada;Mujer;Cantabria;3
049; Coslada;Mujer;Castellón/Castelló;1
049; Coslada;Mujer;Ceuta;0
049; Coslada;Mujer;Ciudad Real;15
049; Coslada;Mujer;Córdoba;9
049; Coslada;Mujer;Coruña (A);1
049; Coslada;Mujer;Cuenca;6
049; Coslada;Mujer;Gipuzkoa;0
049; Coslada;Mujer;Girona;0
049; Coslada;Mujer;Granada;2
049; Coslada;Mujer;Guadalagara;11
049; Coslada;Mujer;Huelva;2
049; Coslada;Mujer;Huesca;1
049; Coslada;Mujer;Jaen;13
049; Coslada;Mujer;León;1
049; Coslada;Mujer;Lleida;0
049; Coslada;Mujer;Lugo;1
049; Coslada;Mujer;Madrid;58
049; Coslada;Mujer;Málaga;4
049; Coslada;Mujer;Melilla;0
049; Coslada;Mujer;Murcia;1
049; Coslada;Mujer;Navarra;1
049; Coslada;Mujer;No consta;7
049; Coslada;Mujer;Ourense;3
049; Coslada;Mujer;Palencia;2
049; Coslada;Mujer;Palmas (Las);0
049; Coslada;Mujer;Pontevedra;0
049; Coslada;Mujer;Rioja (La);0
049; Coslada;Mujer;Salamanca;4
049; Coslada;Mujer;Santa cruz de Tenerife;0
049; Coslada;Mujer;Segovia;8
049; Coslada;Mujer;Sevilla;1
049; Coslada;Mujer;Soria;1
049; Coslada;Mujer;Tarragona;0
049; Coslada;Mujer;Teruel;0
049; Coslada;Mujer;Toledo;9
049; Coslada;Mujer;Valencia/València;0
049; Coslada;Mujer;Valladolid;5
049; Coslada;Mujer;Zamora;0
049; Coslada;Mujer;Zaragoza;0
050; Cubas de la Sagra;Hombre;Albacete;0
050; Cubas de la Sagra;Hombre;Alicante/Alacant;0
050; Cubas de la Sagra;Hombre;Almería;0
050; Cubas de la Sagra;Hombre;Araba/Álava;0
050; Cubas de la Sagra;Hombre;Asturias;0
050; Cubas de la Sagra;Hombre;Ávila;0
050; Cubas de la Sagra;Hombre;Badajoz;2
050; Cubas de la Sagra;Hombre;Baleares (Illes);0
050; Cubas de la Sagra;Hombre;Barcelona;0
050; Cubas de la Sagra;Hombre;Bizkaia;0
050; Cubas de la Sagra;Hombre;Burgos;0
050; Cubas de la Sagra;Hombre;Cáceres;1
050; Cubas de la Sagra;Hombre;Cádiz;0
050; Cubas de la Sagra;Hombre;Cantabria;0
050; Cubas de la Sagra;Hombre;Castellón/Castelló;0
050; Cubas de la Sagra;Hombre;Ceuta;0
050; Cubas de la Sagra;Hombre;Ciudad Real;0
050; Cubas de la Sagra;Hombre;Córdoba;0
050; Cubas de la Sagra;Hombre;Coruña (A);0
050; Cubas de la Sagra;Hombre;Cuenca;1
050; Cubas de la Sagra;Hombre;Gipuzkoa;0
050; Cubas de la Sagra;Hombre;Girona;0
050; Cubas de la Sagra;Hombre;Granada;0
050; Cubas de la Sagra;Hombre;Guadalagara;0
050; Cubas de la Sagra;Hombre;Huelva;0
050; Cubas de la Sagra;Hombre;Huesca;0
050; Cubas de la Sagra;Hombre;Jaen;0
050; Cubas de la Sagra;Hombre;León;0
050; Cubas de la Sagra;Hombre;Lleida;0
050; Cubas de la Sagra;Hombre;Lugo;0
050; Cubas de la Sagra;Hombre;Madrid;5
050; Cubas de la Sagra;Hombre;Málaga;0
050; Cubas de la Sagra;Hombre;Melilla;0
050; Cubas de la Sagra;Hombre;Murcia;0
050; Cubas de la Sagra;Hombre;Navarra;0
050; Cubas de la Sagra;Hombre;No consta;2
050; Cubas de la Sagra;Hombre;Ourense;0
050; Cubas de la Sagra;Hombre;Palencia;0
050; Cubas de la Sagra;Hombre;Palmas (Las);0
050; Cubas de la Sagra;Hombre;Pontevedra;0
050; Cubas de la Sagra;Hombre;Rioja (La);0
050; Cubas de la Sagra;Hombre;Salamanca;1
050; Cubas de la Sagra;Hombre;Santa cruz de Tenerife;0
050; Cubas de la Sagra;Hombre;Segovia;0
050; Cubas de la Sagra;Hombre;Sevilla;0
050; Cubas de la Sagra;Hombre;Soria;0
050; Cubas de la Sagra;Hombre;Tarragona;0
050; Cubas de la Sagra;Hombre;Teruel;0
050; Cubas de la Sagra;Hombre;Toledo;0
050; Cubas de la Sagra;Hombre;Valencia/València;0
050; Cubas de la Sagra;Hombre;Valladolid;0
050; Cubas de la Sagra;Hombre;Zamora;0
050; Cubas de la Sagra;Hombre;Zaragoza;0
050; Cubas de la Sagra;Mujer;Albacete;0
050; Cubas de la Sagra;Mujer;Alicante/Alacant;0
050; Cubas de la Sagra;Mujer;Almería;0
050; Cubas de la Sagra;Mujer;Araba/Álava;0
050; Cubas de la Sagra;Mujer;Asturias;0
050; Cubas de la Sagra;Mujer;Ávila;1
050; Cubas de la Sagra;Mujer;Badajoz;1
050; Cubas de la Sagra;Mujer;Baleares (Illes);0
050; Cubas de la Sagra;Mujer;Barcelona;0
050; Cubas de la Sagra;Mujer;Bizkaia;0
050; Cubas de la Sagra;Mujer;Burgos;0
050; Cubas de la Sagra;Mujer;Cáceres;0
050; Cubas de la Sagra;Mujer;Cádiz;1
050; Cubas de la Sagra;Mujer;Cantabria;0
050; Cubas de la Sagra;Mujer;Castellón/Castelló;0
050; Cubas de la Sagra;Mujer;Ceuta;0
050; Cubas de la Sagra;Mujer;Ciudad Real;0
050; Cubas de la Sagra;Mujer;Córdoba;2
050; Cubas de la Sagra;Mujer;Coruña (A);0
050; Cubas de la Sagra;Mujer;Cuenca;0
050; Cubas de la Sagra;Mujer;Gipuzkoa;0
050; Cubas de la Sagra;Mujer;Girona;0
050; Cubas de la Sagra;Mujer;Granada;0
050; Cubas de la Sagra;Mujer;Guadalagara;0
050; Cubas de la Sagra;Mujer;Huelva;0
050; Cubas de la Sagra;Mujer;Huesca;0
050; Cubas de la Sagra;Mujer;Jaen;0
050; Cubas de la Sagra;Mujer;León;1
050; Cubas de la Sagra;Mujer;Lleida;0
050; Cubas de la Sagra;Mujer;Lugo;1
050; Cubas de la Sagra;Mujer;Madrid;8
050; Cubas de la Sagra;Mujer;Málaga;0
050; Cubas de la Sagra;Mujer;Melilla;0
050; Cubas de la Sagra;Mujer;Murcia;0
050; Cubas de la Sagra;Mujer;Navarra;0
050; Cubas de la Sagra;Mujer;No consta;0
050; Cubas de la Sagra;Mujer;Ourense;0
050; Cubas de la Sagra;Mujer;Palencia;0
050; Cubas de la Sagra;Mujer;Palmas (Las);0
050; Cubas de la Sagra;Mujer;Pontevedra;0
050; Cubas de la Sagra;Mujer;Rioja (La);0
050; Cubas de la Sagra;Mujer;Salamanca;0
050; Cubas de la Sagra;Mujer;Santa cruz de Tenerife;0
050; Cubas de la Sagra;Mujer;Segovia;0
050; Cubas de la Sagra;Mujer;Sevilla;0
050; Cubas de la Sagra;Mujer;Soria;1
050; Cubas de la Sagra;Mujer;Tarragona;0
050; Cubas de la Sagra;Mujer;Teruel;0
050; Cubas de la Sagra;Mujer;Toledo;2
050; Cubas de la Sagra;Mujer;Valencia/València;0
050; Cubas de la Sagra;Mujer;Valladolid;0
050; Cubas de la Sagra;Mujer;Zamora;0
050; Cubas de la Sagra;Mujer;Zaragoza;0
053; Daganzo de Arriba;Hombre;Albacete;0
053; Daganzo de Arriba;Hombre;Alicante/Alacant;0
053; Daganzo de Arriba;Hombre;Almería;0
053; Daganzo de Arriba;Hombre;Araba/Álava;1
053; Daganzo de Arriba;Hombre;Asturias;0
053; Daganzo de Arriba;Hombre;Ávila;1
053; Daganzo de Arriba;Hombre;Badajoz;0
053; Daganzo de Arriba;Hombre;Baleares (Illes);0
053; Daganzo de Arriba;Hombre;Barcelona;0
053; Daganzo de Arriba;Hombre;Bizkaia;0
053; Daganzo de Arriba;Hombre;Burgos;0
053; Daganzo de Arriba;Hombre;Cáceres;0
053; Daganzo de Arriba;Hombre;Cádiz;1
053; Daganzo de Arriba;Hombre;Cantabria;0
053; Daganzo de Arriba;Hombre;Castellón/Castelló;0
053; Daganzo de Arriba;Hombre;Ceuta;0
053; Daganzo de Arriba;Hombre;Ciudad Real;1
053; Daganzo de Arriba;Hombre;Córdoba;0
053; Daganzo de Arriba;Hombre;Coruña (A);0
053; Daganzo de Arriba;Hombre;Cuenca;1
053; Daganzo de Arriba;Hombre;Gipuzkoa;0
053; Daganzo de Arriba;Hombre;Girona;0
053; Daganzo de Arriba;Hombre;Granada;0
053; Daganzo de Arriba;Hombre;Guadalagara;0
053; Daganzo de Arriba;Hombre;Huelva;0
053; Daganzo de Arriba;Hombre;Huesca;0
053; Daganzo de Arriba;Hombre;Jaen;0
053; Daganzo de Arriba;Hombre;León;0
053; Daganzo de Arriba;Hombre;Lleida;0
053; Daganzo de Arriba;Hombre;Lugo;0
053; Daganzo de Arriba;Hombre;Madrid;9
053; Daganzo de Arriba;Hombre;Málaga;0
053; Daganzo de Arriba;Hombre;Melilla;0
053; Daganzo de Arriba;Hombre;Murcia;0
053; Daganzo de Arriba;Hombre;Navarra;0
053; Daganzo de Arriba;Hombre;No consta;2
053; Daganzo de Arriba;Hombre;Ourense;0
053; Daganzo de Arriba;Hombre;Palencia;0
053; Daganzo de Arriba;Hombre;Palmas (Las);0
053; Daganzo de Arriba;Hombre;Pontevedra;0
053; Daganzo de Arriba;Hombre;Rioja (La);0
053; Daganzo de Arriba;Hombre;Salamanca;1
053; Daganzo de Arriba;Hombre;Santa cruz de Tenerife;0
053; Daganzo de Arriba;Hombre;Segovia;0
053; Daganzo de Arriba;Hombre;Sevilla;0
053; Daganzo de Arriba;Hombre;Soria;0
053; Daganzo de Arriba;Hombre;Tarragona;0
053; Daganzo de Arriba;Hombre;Teruel;0
053; Daganzo de Arriba;Hombre;Toledo;0
053; Daganzo de Arriba;Hombre;Valencia/València;1
053; Daganzo de Arriba;Hombre;Valladolid;0
053; Daganzo de Arriba;Hombre;Zamora;0
053; Daganzo de Arriba;Hombre;Zaragoza;0
053; Daganzo de Arriba;Mujer;Albacete;0
053; Daganzo de Arriba;Mujer;Alicante/Alacant;0
053; Daganzo de Arriba;Mujer;Almería;0
053; Daganzo de Arriba;Mujer;Araba/Álava;0
053; Daganzo de Arriba;Mujer;Asturias;0
053; Daganzo de Arriba;Mujer;Ávila;1
053; Daganzo de Arriba;Mujer;Badajoz;0
053; Daganzo de Arriba;Mujer;Baleares (Illes);0
053; Daganzo de Arriba;Mujer;Barcelona;0
053; Daganzo de Arriba;Mujer;Bizkaia;0
053; Daganzo de Arriba;Mujer;Burgos;0
053; Daganzo de Arriba;Mujer;Cáceres;0
053; Daganzo de Arriba;Mujer;Cádiz;0
053; Daganzo de Arriba;Mujer;Cantabria;0
053; Daganzo de Arriba;Mujer;Castellón/Castelló;0
053; Daganzo de Arriba;Mujer;Ceuta;0
053; Daganzo de Arriba;Mujer;Ciudad Real;3
053; Daganzo de Arriba;Mujer;Córdoba;1
053; Daganzo de Arriba;Mujer;Coruña (A);1
053; Daganzo de Arriba;Mujer;Cuenca;0
053; Daganzo de Arriba;Mujer;Gipuzkoa;0
053; Daganzo de Arriba;Mujer;Girona;0
053; Daganzo de Arriba;Mujer;Granada;0
053; Daganzo de Arriba;Mujer;Guadalagara;0
053; Daganzo de Arriba;Mujer;Huelva;0
053; Daganzo de Arriba;Mujer;Huesca;0
053; Daganzo de Arriba;Mujer;Jaen;1
053; Daganzo de Arriba;Mujer;León;0
053; Daganzo de Arriba;Mujer;Lleida;0
053; Daganzo de Arriba;Mujer;Lugo;0
053; Daganzo de Arriba;Mujer;Madrid;7
053; Daganzo de Arriba;Mujer;Málaga;0
053; Daganzo de Arriba;Mujer;Melilla;0
053; Daganzo de Arriba;Mujer;Murcia;0
053; Daganzo de Arriba;Mujer;Navarra;0
053; Daganzo de Arriba;Mujer;No consta;0
053; Daganzo de Arriba;Mujer;Ourense;0
053; Daganzo de Arriba;Mujer;Palencia;0
053; Daganzo de Arriba;Mujer;Palmas (Las);0
053; Daganzo de Arriba;Mujer;Pontevedra;0
053; Daganzo de Arriba;Mujer;Rioja (La);0
053; Daganzo de Arriba;Mujer;Salamanca;0
053; Daganzo de Arriba;Mujer;Santa cruz de Tenerife;0
053; Daganzo de Arriba;Mujer;Segovia;0
053; Daganzo de Arriba;Mujer;Sevilla;1
053; Daganzo de Arriba;Mujer;Soria;0
053; Daganzo de Arriba;Mujer;Tarragona;0
053; Daganzo de Arriba;Mujer;Teruel;0
053; Daganzo de Arriba;Mujer;Toledo;1
053; Daganzo de Arriba;Mujer;Valencia/València;0
053; Daganzo de Arriba;Mujer;Valladolid;0
053; Daganzo de Arriba;Mujer;Zamora;0
053; Daganzo de Arriba;Mujer;Zaragoza;0
054; Escorial (El);Hombre;Albacete;0
054; Escorial (El);Hombre;Alicante/Alacant;1
054; Escorial (El);Hombre;Almería;0
054; Escorial (El);Hombre;Araba/Álava;1
054; Escorial (El);Hombre;Asturias;0
054; Escorial (El);Hombre;Ávila;1
054; Escorial (El);Hombre;Badajoz;0
054; Escorial (El);Hombre;Baleares (Illes);0
054; Escorial (El);Hombre;Barcelona;0
054; Escorial (El);Hombre;Bizkaia;1
054; Escorial (El);Hombre;Burgos;2
054; Escorial (El);Hombre;Cáceres;1
054; Escorial (El);Hombre;Cádiz;0
054; Escorial (El);Hombre;Cantabria;0
054; Escorial (El);Hombre;Castellón/Castelló;0
054; Escorial (El);Hombre;Ceuta;0
054; Escorial (El);Hombre;Ciudad Real;1
054; Escorial (El);Hombre;Córdoba;0
054; Escorial (El);Hombre;Coruña (A);0
054; Escorial (El);Hombre;Cuenca;1
054; Escorial (El);Hombre;Gipuzkoa;0
054; Escorial (El);Hombre;Girona;0
054; Escorial (El);Hombre;Granada;0
054; Escorial (El);Hombre;Guadalagara;0
054; Escorial (El);Hombre;Huelva;0
054; Escorial (El);Hombre;Huesca;0
054; Escorial (El);Hombre;Jaen;0
054; Escorial (El);Hombre;León;1
054; Escorial (El);Hombre;Lleida;0
054; Escorial (El);Hombre;Lugo;1
054; Escorial (El);Hombre;Madrid;34
054; Escorial (El);Hombre;Málaga;0
054; Escorial (El);Hombre;Melilla;0
054; Escorial (El);Hombre;Murcia;1
054; Escorial (El);Hombre;Navarra;2
054; Escorial (El);Hombre;No consta;4
054; Escorial (El);Hombre;Ourense;0
054; Escorial (El);Hombre;Palencia;0
054; Escorial (El);Hombre;Palmas (Las);0
054; Escorial (El);Hombre;Pontevedra;0
054; Escorial (El);Hombre;Rioja (La);0
054; Escorial (El);Hombre;Salamanca;1
054; Escorial (El);Hombre;Santa cruz de Tenerife;0
054; Escorial (El);Hombre;Segovia;0
054; Escorial (El);Hombre;Sevilla;0
054; Escorial (El);Hombre;Soria;0
054; Escorial (El);Hombre;Tarragona;0
054; Escorial (El);Hombre;Teruel;0
054; Escorial (El);Hombre;Toledo;0
054; Escorial (El);Hombre;Valencia/València;0
054; Escorial (El);Hombre;Valladolid;1
054; Escorial (El);Hombre;Zamora;1
054; Escorial (El);Hombre;Zaragoza;0
054; Escorial (El);Mujer;Albacete;1
054; Escorial (El);Mujer;Alicante/Alacant;1
054; Escorial (El);Mujer;Almería;0
054; Escorial (El);Mujer;Araba/Álava;0
054; Escorial (El);Mujer;Asturias;0
054; Escorial (El);Mujer;Ávila;3
054; Escorial (El);Mujer;Badajoz;1
054; Escorial (El);Mujer;Baleares (Illes);0
054; Escorial (El);Mujer;Barcelona;0
054; Escorial (El);Mujer;Bizkaia;0
054; Escorial (El);Mujer;Burgos;2
054; Escorial (El);Mujer;Cáceres;3
054; Escorial (El);Mujer;Cádiz;1
054; Escorial (El);Mujer;Cantabria;0
054; Escorial (El);Mujer;Castellón/Castelló;0
054; Escorial (El);Mujer;Ceuta;0
054; Escorial (El);Mujer;Ciudad Real;1
054; Escorial (El);Mujer;Córdoba;0
054; Escorial (El);Mujer;Coruña (A);1
054; Escorial (El);Mujer;Cuenca;0
054; Escorial (El);Mujer;Gipuzkoa;0
054; Escorial (El);Mujer;Girona;0
054; Escorial (El);Mujer;Granada;0
054; Escorial (El);Mujer;Guadalagara;7
054; Escorial (El);Mujer;Huelva;0
054; Escorial (El);Mujer;Huesca;0
054; Escorial (El);Mujer;Jaen;3
054; Escorial (El);Mujer;León;0
054; Escorial (El);Mujer;Lleida;0
054; Escorial (El);Mujer;Lugo;0
054; Escorial (El);Mujer;Madrid;29
054; Escorial (El);Mujer;Málaga;1
054; Escorial (El);Mujer;Melilla;0
054; Escorial (El);Mujer;Murcia;0
054; Escorial (El);Mujer;Navarra;0
054; Escorial (El);Mujer;No consta;1
054; Escorial (El);Mujer;Ourense;0
054; Escorial (El);Mujer;Palencia;0
054; Escorial (El);Mujer;Palmas (Las);0
054; Escorial (El);Mujer;Pontevedra;1
054; Escorial (El);Mujer;Rioja (La);0
054; Escorial (El);Mujer;Salamanca;0
054; Escorial (El);Mujer;Santa cruz de Tenerife;0
054; Escorial (El);Mujer;Segovia;1
054; Escorial (El);Mujer;Sevilla;1
054; Escorial (El);Mujer;Soria;0
054; Escorial (El);Mujer;Tarragona;0
054; Escorial (El);Mujer;Teruel;0
054; Escorial (El);Mujer;Toledo;1
054; Escorial (El);Mujer;Valencia/València;0
054; Escorial (El);Mujer;Valladolid;0
054; Escorial (El);Mujer;Zamora;0
054; Escorial (El);Mujer;Zaragoza;0
055; Estremera;Hombre;Albacete;0
055; Estremera;Hombre;Alicante/Alacant;0
055; Estremera;Hombre;Almería;0
055; Estremera;Hombre;Araba/Álava;0
055; Estremera;Hombre;Asturias;1
055; Estremera;Hombre;Ávila;0
055; Estremera;Hombre;Badajoz;0
055; Estremera;Hombre;Baleares (Illes);0
055; Estremera;Hombre;Barcelona;0
055; Estremera;Hombre;Bizkaia;0
055; Estremera;Hombre;Burgos;0
055; Estremera;Hombre;Cáceres;0
055; Estremera;Hombre;Cádiz;0
055; Estremera;Hombre;Cantabria;0
055; Estremera;Hombre;Castellón/Castelló;0
055; Estremera;Hombre;Ceuta;0
055; Estremera;Hombre;Ciudad Real;1
055; Estremera;Hombre;Córdoba;0
055; Estremera;Hombre;Coruña (A);0
055; Estremera;Hombre;Cuenca;1
055; Estremera;Hombre;Gipuzkoa;0
055; Estremera;Hombre;Girona;0
055; Estremera;Hombre;Granada;0
055; Estremera;Hombre;Guadalagara;0
055; Estremera;Hombre;Huelva;0
055; Estremera;Hombre;Huesca;0
055; Estremera;Hombre;Jaen;0
055; Estremera;Hombre;León;0
055; Estremera;Hombre;Lleida;0
055; Estremera;Hombre;Lugo;0
055; Estremera;Hombre;Madrid;5
055; Estremera;Hombre;Málaga;0
055; Estremera;Hombre;Melilla;0
055; Estremera;Hombre;Murcia;0
055; Estremera;Hombre;Navarra;0
055; Estremera;Hombre;No consta;0
055; Estremera;Hombre;Ourense;0
055; Estremera;Hombre;Palencia;0
055; Estremera;Hombre;Palmas (Las);0
055; Estremera;Hombre;Pontevedra;0
055; Estremera;Hombre;Rioja (La);0
055; Estremera;Hombre;Salamanca;0
055; Estremera;Hombre;Santa cruz de Tenerife;0
055; Estremera;Hombre;Segovia;0
055; Estremera;Hombre;Sevilla;0
055; Estremera;Hombre;Soria;0
055; Estremera;Hombre;Tarragona;0
055; Estremera;Hombre;Teruel;0
055; Estremera;Hombre;Toledo;1
055; Estremera;Hombre;Valencia/València;0
055; Estremera;Hombre;Valladolid;0
055; Estremera;Hombre;Zamora;0
055; Estremera;Hombre;Zaragoza;0
055; Estremera;Mujer;Albacete;0
055; Estremera;Mujer;Alicante/Alacant;0
055; Estremera;Mujer;Almería;0
055; Estremera;Mujer;Araba/Álava;0
055; Estremera;Mujer;Asturias;0
055; Estremera;Mujer;Ávila;1
055; Estremera;Mujer;Badajoz;0
055; Estremera;Mujer;Baleares (Illes);0
055; Estremera;Mujer;Barcelona;0
055; Estremera;Mujer;Bizkaia;0
055; Estremera;Mujer;Burgos;0
055; Estremera;Mujer;Cáceres;1
055; Estremera;Mujer;Cádiz;0
055; Estremera;Mujer;Cantabria;0
055; Estremera;Mujer;Castellón/Castelló;0
055; Estremera;Mujer;Ceuta;0
055; Estremera;Mujer;Ciudad Real;0
055; Estremera;Mujer;Córdoba;0
055; Estremera;Mujer;Coruña (A);0
055; Estremera;Mujer;Cuenca;0
055; Estremera;Mujer;Gipuzkoa;0
055; Estremera;Mujer;Girona;0
055; Estremera;Mujer;Granada;0
055; Estremera;Mujer;Guadalagara;0
055; Estremera;Mujer;Huelva;0
055; Estremera;Mujer;Huesca;0
055; Estremera;Mujer;Jaen;0
055; Estremera;Mujer;León;0
055; Estremera;Mujer;Lleida;0
055; Estremera;Mujer;Lugo;0
055; Estremera;Mujer;Madrid;7
055; Estremera;Mujer;Málaga;0
055; Estremera;Mujer;Melilla;0
055; Estremera;Mujer;Murcia;0
055; Estremera;Mujer;Navarra;0
055; Estremera;Mujer;No consta;0
055; Estremera;Mujer;Ourense;0
055; Estremera;Mujer;Palencia;0
055; Estremera;Mujer;Palmas (Las);0
055; Estremera;Mujer;Pontevedra;0
055; Estremera;Mujer;Rioja (La);0
055; Estremera;Mujer;Salamanca;0
055; Estremera;Mujer;Santa cruz de Tenerife;0
055; Estremera;Mujer;Segovia;0
055; Estremera;Mujer;Sevilla;0
055; Estremera;Mujer;Soria;0
055; Estremera;Mujer;Tarragona;0
055; Estremera;Mujer;Teruel;0
055; Estremera;Mujer;Toledo;0
055; Estremera;Mujer;Valencia/València;0
055; Estremera;Mujer;Valladolid;0
055; Estremera;Mujer;Zamora;0
055; Estremera;Mujer;Zaragoza;0
056; Fresnedillas de la Oliva;Hombre;Albacete;0
056; Fresnedillas de la Oliva;Hombre;Alicante/Alacant;0
056; Fresnedillas de la Oliva;Hombre;Almería;0
056; Fresnedillas de la Oliva;Hombre;Araba/Álava;0
056; Fresnedillas de la Oliva;Hombre;Asturias;0
056; Fresnedillas de la Oliva;Hombre;Ávila;0
056; Fresnedillas de la Oliva;Hombre;Badajoz;0
056; Fresnedillas de la Oliva;Hombre;Baleares (Illes);0
056; Fresnedillas de la Oliva;Hombre;Barcelona;0
056; Fresnedillas de la Oliva;Hombre;Bizkaia;1
